word	count
computer	60
matching	35
cucumber	11
zebra	77
pluto	21
chips	70
wo	2
naw	6
piano	72
actually	760
level	10
aunt	131
prick	3
undo	9
phone's	6
stupid	9
hospital	120
moves	19
touches	5
letters	190
elsewhere	2
plugged	23
grandfather	8
beeping	13
knives	6
painting	109
foil	8
aluminum	5
swimming	153
trucks	210
papa's	8
bothering	37
'round	1
dumped	21
spreader	1
florida	26
relief	3
tipping	10
oatmeal	52
coffee	205
iced	3
ribbon	37
wax	31
airplane	117
decide	51
parchment	1
once	175
coconut	35
picture's	3
spring	90
guitar	57
bumble	93
sticky	278
guitars	3
cell	13
tow	76
presses	1
taller	31
ghosts	10
greg	13
magic	103
wild	87
winter	115
treat	45
tambourine	6
cones	22
butterflies	52
dare	27
holly	11
exactly	168
physical	3
pretzels	42
bricks	38
jeans	25
jay	75
corn	114
type	73
melting	4
driving	92
trumpet	11
discovery	1
havin'	1
screaming	30
screeching	2
pond	56
woke	48
movies	19
watched	38
creepy	10
anthony	16
haunted	8
wacky	10
'cause	91
chimney	15
path	21
layer	7
scrapes	5
grater	13
serious	16
combination	39
site	17
brontosaurus	11
dinosaurs	102
ova	2
english	17
crane	72
watermelon	51
years	65
rosie's	9
olive	25
cement	25
goat	127
forest	82
forecast	2
tomato	96
ninety	16
maracas	13
sprinkler	20
pouch	15
accordion	6
slam	8
rose	43
marie	2
toe	71
beg	1
wasting	1
feathers	54
turkey's	7
folding	25
thistle	4
using	134
cucumbers	7
car's	20
chocolate	293
crabby	6
burping	1
zucchini	9
chance	22
ours	13
peppers	36
iguana	20
basil	16
icing	15
violin	59
parsley	22
erases	4
spicy	39
bill	40
discard	1
remove	3
x-ray	16
mint	5
curly	29
anne	2
packet	4
yoyo	29
stem	4
surprise	83
germs	4
jet	16
therapeutic	2
jacket	62
retire	1
meeting	18
troublemaker	1
clothing	18
wool	35
purr	7
chase	25
panicked	1
wink	10
slept	35
hair's	7
rally	1
head's	5
teaspoon	7
plus	36
tablespoons	6
web	22
trailer	7
hive	14
figured	31
mood	23
dokey	38
okey	38
date	30
spill	75
suitcase	23
erased	8
picked	91
wave	74
quite	183
sleeps	34
mobile	19
refill	3
beat	54
temporarily	2
maze	13
gingerbreads	1
pair	52
comin'	1
alive	31
safari	11
pocketbook	8
paste	5
act	19
switch	35
pulling	51
train's	12
rainforest	3
traveling	11
brings	47
grocery	23
boohoo	5
pod	6
continue	9
seed	49
scratching	12
gives	49
planes	10
buzzing	8
knocking	18
slotted	1
onto	92
comfy	40
drawing	131
chip	49
australian	8
travel	19
weren't	61
browsing	2
tv's	2
propeller	14
flies	43
donut	17
sprinkle	31
yeh	21
tornado	3
takeoff	6
runway	8
chop	46
stamp	39
sunglasses	34
wears	58
foods	49
chewy	18
center	22
fight	17
stealth	2
control	11
radar	1
secret	34
shuttle	7
space	112
strip	3
selling	24
trapezoid	25
von	1
raisin	71
laundry	107
burp	17
relaxing	7
propellers	6
drip	39
crossed	8
planet	70
frosting	28
bluejay	4
ears	161
decoration	6
boston	58
crashed	25
forehead	22
lighter	13
shoulders	24
measure	46
canes	6
boats	25
blows	12
shoots	12
spout	42
clap	183
kite	28
pears	28
unplugged	2
needed	43
scarecrow	10
cooperating	8
betty	24
squiggles	1
squiggly	6
character	6
bees	63
tin	24
number's	2
nothin'	3
yelled	20
windmill	3
stamping	8
tiger	123
comb	63
wheelbarrow	9
bow	89
bumped	39
along	203
wheel	115
peeling	22
office	107
sailor	5
company	23
seventy	13
retro	1
kissed	27
dear	180
lipstick	16
walls	31
void	1
hills	27
decorating	8
excavator	6
confirmation	1
triangles	28
lotta	56
shrubs	1
pajama	75
roof	63
shaking	30
pause	15
larry	3
bows	10
engines	40
insect	8
sports	15
players	3
truth	8
beside	8
bats	27
list	77
eights	3
creative	2
leopard	29
late	121
eddie	7
quail	7
favor	20
spectacular	5
scoops	3
defrosted	1
moose	65
shop	58
barber	17
bells	38
watering	50
tulips	5
established	2
smile	44
gooey	7
yarn	21
parrot	56
stoplight	1
drag	30
cart	43
holiday	16
upon	41
gown	33
mazes	2
shells	29
twist	19
spoiled	3
jingle	14
razor	9
shave	7
shaving	7
blob	7
raindrops	8
guy's	25
threes	2
whacked	2
click	74
kittens	60
wiggly	25
snowflakes	28
twos	6
pier	1
dawns	1
dollars	53
twins	17
cannon	8
bob's	19
video	39
fiesta	5
carlo	9
skates	18
snails	17
vine	8
pulls	16
smarter	3
poke	43
hurts	63
freeze	14
prepare	4
electric	12
coupon	4
matches	34
slightest	2
additional	1
coordinated	1
sunflower	7
shall	206
toystore	10
chocolates	7
restaurant	55
machine's	2
entire	13
ninth	18
panic	5
hearing	13
calendar	22
disappearing	4
easier	75
amigo	2
sings	30
shadow	19
sofa	38
sense	41
why'd	2
mustn't	3
purpose	13
snazzy	10
hopping	13
memory	31
panicking	2
sprinkles	13
waving	37
winning	8
paint	192
imagination	15
marigolds	3
park	84
bake	45
lip	23
broad	4
stella's	5
stella	64
costume	39
elastic	23
brought	118
sew	9
yank	2
lee	11
sonja	1
pilot's	2
smatter	1
friday	62
pilot	19
itself	21
whoosh	24
older	34
liked	85
lobster	42
stroller	76
pins	19
safety	10
lead	8
paths	2
follow	41
mole	17
should've	10
talkin'	2
periwinkle	4
staples	3
splashing	19
instinct	1
palm	10
son	31
velociraptor	7
blondes	1
cowboy	11
kangaroo	70
grain	17
hippo	145
dying	6
sail	27
garbage	157
sailboat	8
humpback	4
kangaroos	23
elvis	18
twinkle	96
cheeses	3
third	47
apologize	6
reads	9
hours	35
baseballs	2
softballs	1
firefighter	36
lineup	1
wore	26
joke	76
crooked	13
tahoe	35
chevy	3
van	34
tells	38
jaguar	31
builder	40
elise	1
lotus	3
volley	1
styling	3
explorer	18
ford	1
riding	135
trade	17
yak	7
claire	2
row	59
tyrannosaurus	24
super	55
talks	13
crawly	7
style	19
perfect	75
scratch	42
itchy	31
target	8
debbie	31
magna	8
sell	30
walmart	2
organized	11
stopped	72
lightbulb	4
paintbrush	9
farewell	2
bong	10
bing	9
usual	7
coupe	3
swoop	6
thee	12
shy	28
elite	1
aside	11
swish	158
thunderbird	1
doorbell	4
ringing	18
alligators	5
hippos	53
fifty	37
stubborn	2
mister	216
swirl	14
hyundai	1
popper	1
killing	1
balances	1
weight	9
pelican	5
background	5
inflated	2
hour	70
po	62
drew	52
add	36
hairdo	5
whom	8
cruiser	1
panel	1
chrysler	2
obviously	18
grant	7
reflecting	5
search	20
sparkle	8
popsicle	21
fins	6
expert	3
sharks	6
trace	18
bitsy	45
itsy	44
movie	64
parts	49
lo	4
cheetah	17
direct	5
branch	25
prehistoric	16
wondered	20
steps	36
giggle	28
alight	2
wings	67
brother	125
concerned	4
math	12
splitting	4
lions	47
dad's	8
spots	33
equals	4
cheated	4
dries	5
copy	13
million	19
yummy	404
torture	4
matched	3
sets	14
bend	23
foots	3
splashes	5
signs	19
father	96
it'd	15
desk	45
rail	9
slowly	51
mummy	6
drawings	4
gorilla	34
tab	5
planted	7
grew	60
snowball	16
ss	42
beetle	36
rescue	30
pudding	21
stake	2
holds	29
bamboo	7
citation	1
cessna	1
survival	1
gosh	698
paid	3
cents	8
donuts	11
pan	49
french	73
landing	14
con	1
martin	13
lockheed	1
blackbird	5
teacher's	17
machinery	1
aviation	1
peck	14
bushel	3
fastest	8
cloud	53
fighter	20
teachers'	1
pencil	77
cheryl	2
quickie	1
return	25
bravo	12
backpack	586
blockbuster	6
sunshine	15
quarter	13
cost	13
george	111
abe	1
waves	24
alexander	3
andrew	7
anyways	1
tuesdays	4
ben	41
bills	5
tuesday	39
misses	15
applesauce	9
powder	26
wednesdays	1
grill	3
dominoes	18
hell	5
foreman	2
purse	34
peas	63
available	4
adler's	1
rent	8
suit	95
bathing	37
sandals	20
hopefully	12
den	18
lump	14
mother's	36
raisins	152
sillies	2
scary	134
styles	2
imagine	32
points	15
combing	30
shines	4
creeps	2
sonoma	2
williams	6
lumpy	4
goldfish	37
clear	35
wilson	38
luke	10
college	13
ferrell	1
nurse	180
toad	146
zoomed	6
closing	22
bead	12
hairs	4
meatballs	10
frida	3
broth	3
necklace	63
catastrophe	1
language	18
slices	5
opens	23
fee	6
mic	34
italian	2
smuck	1
muck	31
dogs	107
each	174
borrow	14
win	17
oranges	38
costs	5
squid	29
vampire	11
eyebrows	19
museum	155
children's	46
mentioned	12
freckles	1
hears	7
dots	33
vegas	1
las	1
changes	8
haha	20
meant	66
swirls	2
tap	25
fe	2
mexico	20
pirates	23
zoom	34
leapfrog	4
bones	66
spend	35
cartridges	1
sharpener	5
girlfriend	2
girlfriend's	1
pressure	6
promised	8
bridget	2
drove	19
catalogs	4
drill	15
amazed	8
bagel	66
cords	5
cleaned	44
defrost	2
lonely	19
toaster	11
molars	2
skinny	22
spikes	1
cheerios	32
coke	6
glad	91
picks	28
haft	1
candles	16
melon	9
choices	4
moments	10
precious	7
pickle	27
forever	28
starts	60
burned	17
cheating	12
carol	4
stew	50
balm	2
simple	17
order	38
placing	4
xylophone	18
awful	18
suggest	15
rainbow	93
trunk	46
gaudy	8
bump	234
tusks	7
foo	3
keeping	30
doll	115
marching	14
behave	7
decision	4
louder	8
arabesque	3
subtraction	1
chopper	8
clementine	6
shattered	4
ballet	28
reminded	9
rainbows	6
beets	10
polish	9
ankle	10
everyday	87
pattern	11
zebras	17
budget	1
snacks	48
lopsided	1
fours	2
hang	212
penney's	1
stakes	2
march	42
carried	31
neighbor's	3
group	62
finished	195
fort	4
wheelchair	15
henley	1
photographer	1
bomber	1
bond	2
difficult	42
sun's	8
cloudy	5
properly	29
curl	5
lightbulbs	5
covered	51
studying	1
tighten	10
changing	35
wrinkled	3
elephant's	27
scrubs	1
rubs	3
kidney	8
radio	45
fetches	2
carols	1
ornaments	7
beats	2
hairy	22
playpen	1
brighter	3
umbrellas	4
glitter	10
bone	60
spent	8
watered	8
grape	56
seals	16
sleek	1
eyed	34
cubs	29
worse	19
cynthia	6
sleepily	1
camels	7
leap	14
prowl	3
cheetahs	3
spotted	20
pinto	2
northern	6
walker	9
hotel	17
breaks	11
overhead	9
hover	1
hummingbirds	2
parades	1
peacock	25
growl	6
tigers	31
fed	27
beds	25
straw	50
rhinos	3
horned	10
maya	7
ending	2
swings	39
chimpanzees	2
ladybugs	41
blinds	1
cub	47
kinds	105
fox	222
packs	7
wig	29
shiny	61
trips	10
kalamazoo	2
fountain	6
motorcycle	58
pails	6
apricot	25
york	162
salmon	47
wallet	36
necklaces	5
pale	5
passenger	6
piranhas	1
giant	63
bellow	1
grandma	340
knees	32
tram	3
macdonald	14
slipping	16
calcutta	1
kid	95
godmother	9
monorail	2
scribbling	1
chubby	22
bravely	8
bundle	6
mittens	37
untied	4
plow	7
harvester	1
expensive	12
repaired	4
collapses	3
depot	8
julie	11
salad	38
shelf	38
direction	20
places	36
siesta	2
sword	31
feather	49
instructions	5
taken	38
snail	53
skateboard	9
scream	10
bouncing	19
price	14
handed	7
henry's	6
seashells	6
latest	6
register	9
woman	94
penney	2
young	83
dead	28
lakes	14
pound	11
ling	14
aisle	4
orders	4
mirrors	3
view	43
adults	7
friendly's	2
menu	5
certain	39
decorations	5
headlight	2
often	22
pipe	11
exhaust	1
waitresses	1
souvenir	1
windshield	2
seek	23
rings	78
noises	28
sang	34
quality	3
material	10
raspberry	26
blackberry	4
obstacle	11
logo	3
murray's	4
furniture's	1
furniture	15
tag	30
pencils	30
wiggling	14
bounce	108
weeks	73
adjustable	1
radiator	6
murray	9
grasshoppers	22
spiel	1
sir	70
alaska	25
astronaut	28
groceries	17
china	27
watermelons	24
lemons	12
bald	1
eyeglass	1
gigantic	5
crawling	28
clips	12
favorites	8
floors	3
church	15
crumb	5
visit	108
god's	2
library's	5
praying	2
pray	2
prayer	2
gee	11
bible	3
stories	77
speaks	5
tank	23
awfully	26
given	20
hymns	1
jeff's	1
tue	2
wed	3
anthony's	1
greg's	3
lined	17
itching	3
laid	12
shaped	31
objects	6
sunday	43
practicing	8
rosebush	1
airport	18
roger	9
pretends	2
salami	6
member	19
invited	25
greenhouse	2
punished	1
trim	13
markers	36
stomach	15
paper's	3
instrument	37
felt	84
cocoon	6
pushed	41
nibbled	6
seashell	8
underwater	23
thanksgiving	28
blessed	3
gathered	13
shared	9
indians	5
skillful	4
toiled	3
labored	3
steadfastly	3
farmed	3
pilgrims	6
cleaner	35
oy	101
reusable	1
towers	24
learned	41
dab	2
placemat	3
roses	21
rows	13
snows	9
harsh	2
stood	56
sheltered	3
coins	9
unknown	3
chart	13
stone	56
marked	9
harbor	15
swinging	36
indian	17
hail	6
seas	11
weathered	3
mayflower	5
docked	2
starting	31
foe	6
began	70
brave	40
notes	17
musical	26
represent	1
known	10
dice	3
cancel	3
wood	88
parking	9
special	259
pi	1
endless	3
release	3
sanding	1
ahoy	2
sawing	3
dock	9
tied	18
straightened	3
cracked	19
tula	1
spills	21
rhythm	2
banjo	3
hack	1
thousand	24
shouting	13
pollen	3
mailbox	22
flippers	6
toucan	16
flamingos	11
valentines	9
oil	195
onions	17
connect	22
bens	1
tower's	5
garlic	35
twisty	7
kale	14
silverado	1
mushrooms	36
prints	12
chinese	7
littles	1
fry	16
drops	26
sugars	2
especially	44
adorable	2
select	1
montezuma	1
convertible	1
pump	33
blew	28
hidden	22
gallon	2
gasoline	16
pounds	6
extinguisher	1
collect	9
worried	39
cap	48
racquet	1
dinner	147
meal	29
wiggle	136
lentils	7
diddle	41
browns	12
fellow	15
jolly	10
meatball	16
el	2
rolled	33
sixty	11
nack	3
nick	3
imaginations	2
fragile	12
snoring	16
shortcake	1
yum	213
dog's	18
planting	8
disappoint	1
sandal	7
blending	1
boot	32
rover	2
edge	125
demolished	1
slip	24
sprocket	2
provided	2
creamer	1
whipped	3
snout	11
porsche	2
trip	97
produce	3
piglet	86
bmw	1
monte	1
camaro	1
riviera	2
handle	32
smirk	2
pompom	8
oughta	5
goliath	1
mrs	143
tater	8
indigo	4
pine	19
toward	28
beautifully	8
ruining	1
lamborghini	1
flapped	4
jumped	76
wheels	205
floating	25
frightened	18
exclamation	3
followed	15
facing	10
whenever	28
destruction	3
scare	15
peg	4
concentrate	3
exercising	6
potty	353
piquet	2
ships	15
beard	33
everybody's	41
performance	5
performing	5
rollerblade	1
dora	80
living	102
softball	1
popping	55
connecting	2
dribble	68
branches	18
volleyball	5
twister	4
cleans	13
strange	49
dizzy	38
pushes	12
raise	10
twisting	7
golf	30
clubs	6
croquet	2
putt	3
metal	25
screws	10
clamp	3
pinchers	5
taught	23
ruler	7
inches	20
wrench	13
hairstyle	1
bolt	2
nails	39
maraca	2
realize	35
skippy	1
separately	2
zip	95
further	24
camera's	25
fascinated	6
cheerio	24
staring	9
wipers	24
riders	14
wire	60
bunk	27
ethan	760
puss	18
yawn	43
spilled	53
boink	18
dolls	49
tangled	85
pail	50
pooh	284
marks	11
kaboom	24
fur	60
silky	3
calves	4
calf	20
lambs	12
wooly	14
scratchy	36
tags	2
thump	31
zipper	54
ev	9
sake	2
sh	13
doors	41
connected	9
wires	15
crunch	65
caterpillars	5
worm	63
bonk	59
chris	6
matt	66
mason	9
tissues	29
bounced	8
pee	163
verb	4
drinking	94
newspaper	20
pennies	9
penny	16
monkey's	16
hollow	3
money's	1
range	2
whether	36
daisy	185
following	28
itch	28
life	82
undone	7
snapped	9
pacifier	9
vitamins	4
heh	135
shadows	5
whistle	74
blowing	54
clouds	49
piled	7
puff	34
grumble	1
dible	3
chi	10
puddles	5
locking	3
locked	15
unlock	3
peak	8
andres	2
cole	9
uhh	11
napkin	47
puffed	36
dinky	3
clack	40
poo	40
uncomfortable	16
there're	28
hmm	5
comet	3
scooping	11
puzzled	6
sleeve	53
bouncy	30
snip	16
tock	49
tick	124
loose	30
slips	6
softer	12
rumble	7
hoot	16
waah	5
dangerous	28
chug	192
muddy	11
fuzzy	84
toads	2
carries	24
furry	19
bok	68
koalas	12
fills	8
koala	91
scaly	4
cats	93
logs	24
steel	8
scrap	17
cries	6
baa	67
hip	43
boy's	14
catches	12
crescent	5
strum	17
laughs	9
scoots	3
tongues	6
grand	29
ends	28
hopper	8
lifts	11
chewed	3
breaths	2
flake	5
catching	17
fought	2
slurp	7
snowflake	21
trail	21
swoosh	5
barking	8
fourth	25
giddy	48
ruf	18
crib	65
pickup	12
picker	12
broccoli	65
stinky	29
du	52
max's	51
max	416
ruby	166
sister	108
nipples	6
hooked	18
collects	2
chickens	53
bowls	26
duty	15
mirror	82
noodle	26
loo	61
oodle	5
feeds	4
shell	69
drinks	30
wiping	10
candies	10
ni	13
hee	382
kleenex	7
james	72
topham	21
spook	1
shouts	10
geese	19
ciao	3
yogurt	390
hand's	7
sunroom	3
ball's	14
frustrating	16
biting	19
sty	2
closet	89
buckles	10
shoveling	13
boxcar	5
striped	36
eng	1
engineer	34
smiling	34
bib	48
gondolas	6
boxcars	7
fleas	2
ducklings	19
fluffy	28
goslings	2
hen	46
ruff	98
piglets	12
clifford	131
croak	2
pups	4
rum	27
napping	6
didi	7
net	13
tickling	41
bride	3
drank	24
uphill	11
downhill	6
tunnel's	2
liquid	14
tankers	4
trestle	3
prince	83
argh	1
planets	31
glows	4
acre	6
arrived	50
discover	8
pens	16
cat's	59
scarf	35
warmest	1
here're	2
guys'	3
piggyback	3
ts	5
pew	17
ga	10
goo	14
shoe's	2
sweeping	22
elevator	9
puffs	6
stops	18
screech	6
asks	25
passengers	14
filler	3
stripped	5
pen's	2
unstuck	6
little's	2
acorn	29
king	127
cheeped	7
henney	3
clucked	2
trot	9
lockey	3
cockey	3
met	36
crowed	1
strut	3
ducky	14
quacked	7
waddle	7
lakey	2
lucy	55
goosey	3
honked	4
jog	2
gobbled	7
foxy	4
growled	4
nah	24
lair	7
hiccups	11
wand	28
staying	25
blink	28
suppose	49
knead	10
mischief	8
yee	2
sent	59
became	17
vines	3
private	6
tumbled	14
sailed	21
roars	11
roared	9
gnashed	5
morn	1
rise	14
birds'	1
barney's	2
beaks	5
hiss	13
hugs	33
tripod	81
fool	10
hiccup	6
replied	13
loader	25
traffic	13
watches	9
draws	1
racing	16
duper	10
replies	5
pouts	1
waits	6
dibble	2
tiptoes	5
wakes	13
climbs	12
parents'	3
fights	4
wins	6
faucet	16
shine	16
curtains	15
leaps	6
evening	32
lightly	6
stardust	3
delight	7
cotton	9
flashes	1
swiftly	3
comet's	2
moonlit	5
starry	7
streak	3
silvery	1
yawned	7
lens	8
clipping	5
clipper	3
bull	7
rat	21
freddy	4
chubb	4
fuss	5
towed	2
wherever	34
sweets	164
colorful	20
stones	25
bear's	101
flew	44
breakdown	7
nonsense	6
coach	12
swans	1
faded	2
chirped	3
golden	24
puffer	10
petey	7
clop	18
untangle	8
toolbox	13
cage	12
clay	62
ditch	5
ham	51
forklift	6
backhoe	23
bleep	85
sam	244
pitch	12
bases	10
axe	28
percy	155
toby	54
mavis	7
diesel	20
dumpling	4
davy	6
trevor	157
dragon	85
teases	1
synonyms	2
lofty	7
farmer's	16
rolly	16
machines	19
bothers	3
phase	1
toddler	68
hmmm	5
tool	55
backpacks	11
men	56
speedy	2
suddenly	99
blowout	1
gordon	85
instruments	20
tires	15
master	13
believed	3
chain	50
rump	3
dragons	10
pointer	8
ouch	105
rails	5
freight	33
cheerful	6
lever	8
hopped	10
edward	5
nimble	1
winnie	21
ascent	1
bent	10
suggests	2
percy's	13
chugging	13
dumptruck	57
engine's	2
thinks	64
urges	1
landed	38
coughing	21
counts	5
begins	95
conductor	17
pig's	19
coal	39
tractors	8
fiddle	15
ostrich	28
buffer	3
smokestack	8
grandpa	119
dome	5
whistles	3
washes	13
fridge	39
escalator	21
puppies	60
aunts	6
rabbits	17
tearing	3
jogging	2
booby	1
bart	5
pretending	68
breast	14
mike	12
mask	11
accessories	1
tights	13
cousins	21
gates	8
susi	1
laundromat	10
gus	20
coler	2
er	17
pickers	2
lamppost	4
point	62
sap	1
post	20
stretched	14
gore	4
pounding	3
mailing	2
flora	4
bog	5
wack	2
exercises	6
trapeze	9
lifted	15
olivia	131
conditioning	4
binging	2
taxi	30
shady	8
delivers	6
mush	28
dream	41
haul	4
hexagon	8
dude	13
backyard	25
owls	27
cricket	9
hush	47
castles	10
wreck	5
toilet	38
sweeper	6
seatbelt	21
boobies	1
subject	3
logging	7
fred's	1
fred	48
crocodile	46
strap	11
eagle's	2
heavier	5
unzipped	1
firemen	3
scraper	4
paver	2
firehouse	5
snuggle	65
digger	43
ooze	3
snooze	14
kindergarten	10
boulders	6
adam's	4
curled	7
ticket	30
brenda's	5
christopher	23
porpoise	3
nod	5
prefer	10
drifting	1
cave	70
backs	6
punkin	1
punky	6
untangled	3
cow's	14
bakery	11
pies	22
chomp	8
scooper	5
danny	53
her's	5
echo	11
packed	20
emily	63
scooped	3
boulder	11
truck's	7
scrumptious	18
squirts	2
fanny	1
camping	12
climber	5
gunny	1
ian	16
scrubbing	13
sally	76
munch	8
homerun	3
dress	202
ways	22
deer	22
blah	106
grows	24
feeding	41
footprints	13
learns	2
jesse	41
grodin	1
score	14
kiki	4
paw	42
gear	13
pole	34
slides	5
interesting	146
cheer	21
lenny	2
stamps	32
matty	3
locks	1
taps	6
nora	2
slots	2
ophelia	1
noodles	17
canvas	2
steers	2
patricia	2
scale	8
checks	5
quentin	1
wong	1
climbed	76
tips	4
moustache	9
splits	2
grabs	4
sarah	35
tommy	12
recently	14
sue	25
renew	1
clicks	3
mack	12
clues	15
ursula	29
quantity	1
vicky	3
clumps	2
wanda	4
edgewood	1
splendid	9
sorts	10
michael	37
mumps	1
bits	30
roads	11
xavier	1
yolanda	1
zack	4
lane	2
drury	2
asphalt	4
sailor's	2
batting	2
crowded	14
giraffes	23
diving	12
wham	2
kicked	5
pops	5
punch	8
pours	3
douglas	26
cowabunga	1
banner	2
juggling	7
clank	3
oof	33
vertically	1
preserve	1
touched	16
groaned	6
builds	1
chicago	5
exaggerate	1
nothing's	7
knocker	2
wrecker	2
destroys	1
wrecks	1
robots	9
curious	22
tony's	2
helpful	22
plonk	3
dash	1
lock	15
cereals	3
touchdown	8
plunk	9
sport	11
muffins	25
peter's	5
waffle	49
emptied	11
mushroom	25
matthew	75
flipped	16
miracle	15
west	20
begin	30
escaped	11
brick	14
whack	6
underwear	52
tony	10
dartboard	1
we'd	33
oozing	12
sickle	1
patted	4
bulk	1
belonged	8
flop	18
fireplace	36
tipped	4
santas	6
tuitions	1
delivered	6
completely	35
ramsey	3
lion's	10
fighting	10
merrily	16
jugglers	1
planetarium	4
speeding	6
peace	8
dolphins	16
whales	11
blasts	2
queen	84
leash	6
beaker	1
woods	45
collar	12
mill	13
accessorize	5
snowy	23
peter	52
sank	5
pointing	39
detective	2
dragged	3
unhappy	16
smacking	3
join	25
suzy	2
heroes	2
delay	2
burning	8
highway	4
blazes	1
leads	10
angels	7
pretended	15
pat's	1
slid	14
heaping	1
tug	23
fire's	4
handful	3
firm	10
base	38
fir	5
cab	14
easiest	4
campers	1
fleeing	1
earrings	16
chopped	7
billy's	4
roadway	3
justice	1
jake	4
dreamt	5
ticklish	13
hall	20
flames	9
waters	11
scurry	1
pathway	3
chops	8
pokes	1
scores	4
meadows	3
fields	7
scored	4
tackled	5
corduroy	77
pitching	4
chunk	4
mattress	25
saves	4
slipped	19
pulled	58
ranch	1
pitcher	11
grip	4
mats	3
lived	32
waited	24
catcher	6
shoppers	9
chopping	6
overalls	31
seemed	23
noone	2
sat	148
stable	27
sighed	6
sauce	128
shortstop	1
sadly	11
teenager	11
flipping	6
outfield	1
home's	1
searching	18
within	8
fires	4
giggled	5
hid	30
boasted	6
bedbugs	1
reached	23
crawls	4
carousel	6
rode	29
sight	14
sofas	3
lamps	8
burn	13
gasped	10
palace	29
load	28
admiring	2
wandered	7
conk	1
fluttering	4
sudden	18
dot	47
polka	25
crawled	12
werewolf	1
principal	3
paws	19
yanked	2
toppled	6
clacking	1
clicking	5
puffing	3
chief	20
nests	13
rounds	5
watchman	2
tummy	100
dashing	1
cradle	7
flashed	2
smashed	9
tucked	14
firefighters	7
lie	72
london	9
champion	8
except	100
customers	14
waking	16
strikes	5
funniest	15
sailboats	1
lisa	67
counted	21
fair	47
appeared	34
sales	2
rescued	14
dumpty	7
humpty	8
apartment	8
family's	6
flights	4
beaver	52
blinked	5
dresser	1
sized	14
scratched	8
hitched	2
helmet	28
tugged	3
sneezed	14
fastened	2
im	3
towing	8
smiled	28
hops	4
curls	4
collecting	7
stan	2
fireflies	3
river	78
light's	6
seem	47
cranky	96
dreaming	20
wishy	2
pecking	4
trish	3
salty	87
bridges	7
harald	1
ugliest	3
koko	3
learning	24
rusty	18
dryer	24
chute	1
flows	1
harvey's	6
rico	5
puerto	5
involved	4
dis	1
tender	22
why're	11
gotcher	2
pogo	2
classroom	16
harvey	33
tugboat	16
budge	6
blue's	20
gondola	6
tamer	2
members	4
tomcat	8
shirts	49
momma	40
microphones	18
wrecking	1
barrow	3
sailing	8
perhaps	36
peanut	62
owned	2
situation	19
porcupine	21
stream	12
tooth	99
tooted	2
poppy	15
women	25
warning	6
bom	9
bedtime	49
gay	2
guiding	1
streams	3
villages	2
naked	80
poking	10
butch	24
cities	2
wider	8
deeper	6
spotty	6
cranes	4
taffy	3
lifting	6
poppy's	2
city	88
rushing	7
moaned	7
wharves	1
docks	12
attach	45
moan	4
loaded	7
couples	1
buffers	6
groan	1
bursts	1
won	10
knocks	18
island	75
gaby	21
tat	10
bowling	17
hoop	9
lowering	2
bottles	25
banbury	4
baker's	5
shorter	13
mirror's	2
ted	45
collie	1
banged	6
scrawny	1
tawny	1
smock	6
crank	2
chased	16
glisten	3
glimmer	1
astronauts	5
crew	9
blasting	2
shed	27
outer	21
terrence	19
mission	7
meals	11
flute	15
float	27
gravity	5
predict	5
fashioned	11
jars	7
spinach	16
daddies	7
satellite	8
predicted	2
orbit	3
stab	3
remembered	20
checking	24
oceans	10
teapot	28
stout	7
spread	29
steamed	9
skied	1
mountains	36
skated	1
seaweed	27
swamp	7
creature	18
backward	7
leans	3
races	2
turntable	4
thumped	1
meat	22
thrashed	1
golly	13
hamburgers	5
tricycle	14
clicked	1
chief's	1
yellowish	2
william	1470
jeffery	1
ape	4
route	5
chitty	10
anna	8
mixers	2
deliver	8
log	20
rooms	6
glob	2
ret	6
squeal	9
rainy	18
cosy	2
cheery	3
gerbil	13
vane	3
twigs	6
problems	21
hunting	15
littlest	14
ivy	3
underpants	45
masher	4
mash	15
scar	68
sarah's	5
smear	5
ted's	3
tread	1
wished	10
loading	7
swooped	4
silent	9
scribble	17
danced	17
sprouts	6
screwdrivers	6
rice	206
auto	5
basement	34
yolk	39
spare	8
useful	21
bare	21
leaking	10
diddley	2
headlights	3
tales	7
fairy	50
rhymes	38
nursery	10
comic	2
smearing	2
thin	31
skies	12
bushes	25
squeaks	7
sleigh	11
hamper	4
waste	9
lady's	3
basha	8
dell	6
dairy	2
william's	63
designs	6
matey	4
splat	3
cattle	3
rhyme	28
dressing	9
dipper	3
sniper	1
blunk	4
squashing	7
wipes	14
acrobatics	1
foxes	27
seesaw	24
wading	1
uses	45
parties	9
opposite	48
upward	8
bends	1
dumper	11
rosy	25
horns	25
honks	2
frowning	2
happening	93
hooks	4
troublesome	23
crashing	15
spiky	4
bung	2
spiny	4
saxophone	2
wreckage	3
dandy	5
dicky	3
cramped	1
deet	4
wrecked	2
foggy	7
trap	10
trapped	3
advance	16
vehicle	7
emergency	11
ang	1
angle	6
avenue	7
apes	3
apartments	5
missy	15
arizona	8
trailers	1
alice's	5
robot's	1
doug	2
stopping	7
clifford's	13
dumptrucks	3
anteater	6
tidy	3
raft	4
advanced	6
si	1
asay	2
dumps	4
power	24
crusher	5
flavor	46
tripped	14
royal	14
they'd	17
wizard	16
travis	6
pleaded	7
workers	17
